raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KIFA 050055Z AUTO 33006KT 10SM CLR 13/07 A3004 RMK AO2 T01300071,KIFA,2024-05-05T00:55:00Z,42.4691,-93.2651,13,7.1,330,6,,10+,30.04,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,344
KIER 050055Z AUTO 20003KT 10SM CLR 25/22 A2993 RMK AO2 T02540216,KIER,2024-05-05T00:55:00Z,31.736,-93.1003,25.4,21.6,200,3,,10+,29.93,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,35
KIDP 050055Z AUTO 02008KT 10SM CLR 18/13 A3000 RMK AO2 T01840127,KIDP,2024-05-05T00:55:00Z,37.1566,-95.7792,18.4,12.7,20,8,,10+,30.00,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,252
KIDI 050055Z AUTO 11009KT 10SM FEW012 OVC027 11/11 A3012 RMK A01,KIDI,2024-05-05T00:55:00Z,40.6337,-79.1036,11,11,110,9,,10+,30.12,,,TRUE,TRUE,,,,,,,FEW,1200,OVC,2700,,,,,MVFR,,,,,,,,,,,,METAR,425
KICL 050055Z AUTO 09003KT 10SM CLR 14/07 A3009 RMK AO2,KICL,2024-05-05T00:55:00Z,40.7242,-95.0222,14,7,90,3,,10+,30.09,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,299
KIBM 050055Z AUTO 15012G16KT 10SM CLR 14/00 A2998 RMK AO2 T01361005,KIBM,2024-05-05T00:55:00Z,41.1894,-103.671,13.6,-0.5,150,12,16,10+,29.98,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1494
KIAB 050055Z AUTO 04010KT 10SM OVC060 17/10 A3001 RMK AO2 SLP162 T01700104 $,KIAB,2024-05-05T00:55:00Z,37.622,-97.268,17,10.4,40,10,,10+,30.01,1016.2,,TRUE,TRUE,TRUE,,,,,,OVC,6000,,,,,,,VFR,,,,,,,,,,,,METAR,413
KI95 050055Z AUTO 14005KT 10SM FEW075 FEW090 20/20 A2988 RMK A01,KI95,2024-05-05T00:55:00Z,40.6142,-83.6374,20,20,140,5,,10+,29.88,,,TRUE,TRUE,,,,,,,FEW,7500,FEW,9000,,,,,VFR,,,,,,,,,,,,METAR,312
KI75 050055Z AUTO 32007KT 10SM SCT040 13/08 A3005 RMK AO2 T01300075,KI75,2024-05-05T00:55:00Z,41.0472,-93.6876,13,7.5,320,7,,10+,30.05,,,TRUE,TRUE,,,,,,,SCT,4000,,,,,,,VFR,,,,,,,,,,,,METAR,336
KI74 050055Z AUTO 12005KT 10SM -DZ SCT120 19/16 A2990 RMK AO2,KI74,2024-05-05T00:55:00Z,40.1314,-83.757,19,16,120,5,,10+,29.90,,,TRUE,TRUE,,,,,,-DZ,SCT,12000,,,,,,,VFR,,,,,,,,,,,,METAR,322
KI68 050055Z AUTO 13004KT 9SM CLR 20/20 A2989 RMK AO2,KI68,2024-05-05T00:55:00Z,39.4664,-84.2532,20,20,130,4,,9,29.89,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,274
KI67 050055Z AUTO 00000KT 10SM BKN038 BKN046 22/18 A2990 RMK AO1,KI67,2024-05-05T00:55:00Z,39.2565,-84.7753,22,18,0,0,,10+,29.90,,,TRUE,TRUE,,,,,,,BKN,3800,BKN,4600,,,,,VFR,,,,,,,,,,,,METAR,177
KI63 050055Z AUTO 32016G20KT 10SM OVC023 17/12 A2997 RMK AO2 T01660122,KI63,2024-05-05T00:55:00Z,39.9883,-90.8023,16.6,12.2,320,16,20,10+,29.97,,,TRUE,TRUE,,,,,,,OVC,2300,,,,,,,MVFR,,,,,,,,,,,,METAR,221
KI35 050055Z AUTO 00000KT 10SM SCT120 22/20 A3001 RMK AO2 T02160195,KI35,2024-05-05T00:55:00Z,36.8577,-83.3586,21.6,19.5,0,0,,10+,30.01,,,TRUE,TRUE,,,,,,,SCT,12000,,,,,,,VFR,,,,,,,,,,,,METAR,467
KI23 050055Z AUTO 14004KT 10SM SCT060 SCT070 OVC110 18/17 A2991 RMK AO1,KI23,2024-05-05T00:55:00Z,39.5697,-83.4239,18,17,140,4,,10+,29.91,,,TRUE,TRUE,,,,,,,SCT,6000,SCT,7000,OVC,11000,,,VFR,,,,,,,,,,,,METAR,298
KHZX 050055Z AUTO 30006KT 10SM CLR 13/02 A2997 RMK AO2,KHZX,2024-05-05T00:55:00Z,46.6189,-93.3128,13,2,300,6,,10+,29.97,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,374
KHZR 050055Z AUTO 21003KT 10SM BKN048 25/22 A2996 RMK AO2 T02460220,KHZR,2024-05-05T00:55:00Z,30.718,-91.48,24.6,22,210,3,,10+,29.96,,,TRUE,TRUE,,,,,,,BKN,4800,,,,,,,VFR,,,,,,,,,,,,METAR,11
KHZL 050055Z AUTO 13009G16KT 100V180 7SM -RA OVC007 08/07 A3026 RMK AO2 P0003,KHZL,2024-05-05T00:55:00Z,40.9845,-75.9901,8,7,130,9,16,7,30.26,,,TRUE,TRUE,,,,,,-RA,OVC,700,,,,,,,IFR,,,,,,0.03,,,,,,METAR,481
KHZE 050055Z AUTO 08006KT 10SM CLR 12/02 A2999 RMK AO2,KHZE,2024-05-05T00:55:00Z,47.288,-101.577,12,2,80,6,,10+,29.99,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,542
KHZD 050055Z AUTO 00000KT 10SM CLR 24/19 A2993 RMK A01,KHZD,2024-05-05T00:55:00Z,36.089,-88.4654,24,19,0,0,,10+,29.93,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,147
KHYX 050055Z AUTO 06003KT 10SM OVC029 15/14 A2988 RMK AO2,KHYX,2024-05-05T00:55:00Z,43.4319,-83.8648,15,14,60,3,,10+,29.88,,,TRUE,TRUE,,,,,,,OVC,2900,,,,,,,MVFR,,,,,,,,,,,,METAR,181
KHYW 050055Z AUTO 00000KT 10SM CLR 21/18 A3009 RMK AO2,KHYW,2024-05-05T00:55:00Z,33.8256,-79.1259,21,18,0,0,,10+,30.09,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,10
KHXD 050055Z AUTO VRB03KT 10SM FEW018 BKN100 24/20 A3007 RMK AO2,KHXD,2024-05-05T00:55:00Z,32.2263,-80.6949,24,20,VRB,3,,10+,30.07,,,TRUE,TRUE,,,,,,,FEW,1800,BKN,10000,,,,,VFR,,,,,,,,,,,,METAR,5
KHWY 050055Z AUTO 07003KT 2 1/2SM BR OVC005 13/11 A3021 RMK AO2 T01250111,KHWY,2024-05-05T00:55:00Z,38.5876,-77.715,12.5,11.1,70,3,,2.5,30.21,,,TRUE,TRUE,,,,,,BR,OVC,500,,,,,,,IFR,,,,,,,,,,,,METAR,93
KHVS 050055Z AUTO 00000KT 10SM OVC055 20/19 A3007 RMK AO2,KHVS,2024-05-05T00:55:00Z,34.4065,-80.1198,20,19,0,0,,10+,30.07,,,TRUE,TRUE,,,,,,,OVC,5500,,,,,,,VFR,,,,,,,,,,,,METAR,110
KHVC 050055Z AUTO 00000KT 9SM CLR 24/20 A2992 RMK AO2,KHVC,2024-05-05T00:55:00Z,36.8603,-87.4478,24,20,0,0,,9,29.92,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,171
KHUM 050055Z AUTO 14004KT 7SM CLR 24/21 A2998 RMK AO2 T02390213,KHUM,2024-05-05T00:55:00Z,29.5634,-90.6629,23.9,21.3,140,4,,7,29.98,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1
KHTH 050055Z AUTO 21026G34KT 10SM BKN060 14/M01 A2955 RMK A01,KHTH,2024-05-05T00:55:00Z,38.5448,-118.631,14,-1,210,26,34,10+,29.55,,,TRUE,TRUE,,,,,,,BKN,6000,,,,,,,VFR,,,,,,,,,,,,METAR,1281
KHST 050055Z AUTO 08009KT 10SM SCT022 26/21 A3000 RMK AO2 SLP162 T02610208,KHST,2024-05-05T00:55:00Z,25.49,-80.379,26.1,20.8,80,9,,10+,30.00,1016.2,,TRUE,TRUE,,,,,,,SCT,2200,,,,,,,VFR,,,,,,,,,,,,METAR,1
KHSP 050055Z AUTO 12006KT 1/4SM -RA OVC001 12/12 A3016 RMK AO2 T01200120,KHSP,2024-05-05T00:55:00Z,37.9531,-79.8285,12,12,120,6,,0.25,30.16,,,TRUE,TRUE,,,,,,-RA,OVC,100,,,,,,,LIFR,,,,,,,,,,,,METAR,1148
KHSG 050055Z AUTO 18007KT 10SM CLR 17/M02 A2978 RMK AO2 T01711022,KHSG,2024-05-05T00:55:00Z,43.7178,-108.385,17.1,-2.2,180,7,,10+,29.78,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1497
KHSD 050055Z AUTO 04011KT 10SM CLR 17/13 A2995 RMK A01,KHSD,2024-05-05T00:55:00Z,35.6018,-97.7093,17,13,40,11,,10+,29.95,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,358
KHRX 050055Z AUTO 10009KT 10SM BKN019 15/11 A3000 RMK AO2 T01540105 TSNO,KHRX,2024-05-05T00:55:00Z,34.8628,-102.32,15.4,10.5,100,9,,10+,30.00,,,TRUE,TRUE,,,TRUE,,,,BKN,1900,,,,,,,MVFR,,,,,,,,,,,,METAR,1153
KHRT 050055Z AUTO 22004KT 10SM CLR 25/21 A2998 RMK AO2 SLP150 T02510212 $,KHRT,2024-05-05T00:55:00Z,30.428,-86.69,25.1,21.2,220,4,,10+,29.98,1015,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,10
KHRF 050055Z AUTO 07007KT 10SM BKN110 15/02 A2957 RMK AO2 Hamilton ,KHRF,2024-05-05T00:55:00Z,46.2575,-114.127,15,2,70,7,,10+,29.57,,,TRUE,TRUE,,,,,,,BKN,11000,,,,,,,VFR,,,,,,,,,,,,METAR,1112
KHQU 050055Z AUTO 18006G18KT 10SM SCT025 BKN038 OVC080 21/19 A3003 RMK AO2 LTG DSNT NE T02130188,KHQU,2024-05-05T00:55:00Z,33.5279,-82.518,21.3,18.8,180,6,18,10+,30.03,,,TRUE,TRUE,,,,,,,SCT,2500,BKN,3800,OVC,8000,,,VFR,,,,,,,,,,,,METAR,141
KHQG 050055Z AUTO 11010KT 10SM OVC038 15/08 A3002 RMK AO2 P0001 T01480081 PWINO,KHQG,2024-05-05T00:55:00Z,37.1647,-101.371,14.8,8.1,110,10,,10+,30.02,,,TRUE,TRUE,,,,,TRUE,,OVC,3800,,,,,,,VFR,,,,,,0.01,,,,,,METAR,956
KHPT 050055Z AUTO 35006KT 10SM CLR 11/06 A3002 RMK AO2,KHPT,2024-05-05T00:55:00Z,42.7175,-93.2244,11,6,350,6,,10+,30.02,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,354
KHOP 050055Z AUTO 17005KT 10SM CLR 24/19 A2991 RMK AO2 SLP126 T02380193,KHOP,2024-05-05T00:55:00Z,36.672,-87.495,23.8,19.3,170,5,,10+,29.91,1012.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,170
KHON 050055Z AUTO 28004KT 10SM CLR 15/02 A3003 RMK AO2 SLP173 T01500022,KHON,2024-05-05T00:55:00Z,44.3792,-98.2227,15,2.2,280,4,,10+,30.03,1017.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,391
KHOE 050055Z AUTO 00000KT 10SM CLR 19/17 A3003 RMK AO2 T01940180,KHOE,2024-05-05T00:55:00Z,31.0561,-82.7726,19.4,18,0,0,,10+,30.03,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,56
KHOB 050055Z AUTO 06014KT 10SM OVC019 18/13 A2992 RMK AO2,KHOB,2024-05-05T00:55:00Z,32.6797,-103.222,18,13,60,14,,10+,29.92,,,TRUE,TRUE,,,,,,,OVC,1900,,,,,,,MVFR,,,,,,,,,,,,METAR,1112
KHNR 050055Z AUTO 04003KT 10SM SCT049 BKN055 14/08 A3006 RMK A01,KHNR,2024-05-05T00:55:00Z,41.5841,-95.3358,14,8,40,3,,10+,30.06,,,TRUE,TRUE,,,,,,,SCT,4900,BKN,5500,,,,,VFR,,,,,,,,,,,,METAR,364
KHMZ 050055Z AUTO 14003KT 7SM -SN OVC008 10/10 A3017 RMK AO2 P0004 T00980095,KHMZ,2024-05-05T00:55:00Z,40.0863,-78.5167,9.8,9.5,140,3,,7,30.17,,,TRUE,TRUE,,,,,,-SN,OVC,800,,,,,,,IFR,,,,,,0.04,,,,,,METAR,351
KHMP 050055Z AUTO 00000KT 10SM CLR 22/19 A3006 RMK AO2 T02170192,KHMP,2024-05-05T00:55:00Z,33.3916,-84.3312,21.7,19.2,0,0,,10+,30.06,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,263
KHMN 050055Z AUTO 20016KT 10SM CLR 29/M15 A2985 RMK AO2 SLPNO T02851148 $,KHMN,2024-05-05T00:55:00Z,32.852,-106.108,28.5,-14.8,200,16,,10+,29.85,,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1240
KHLX 050055Z AUTO 15003KT 10SM RA OVC004 14/14 A3012 RMK AO2 P0002 T01440142,KHLX,2024-05-05T00:55:00Z,36.7637,-80.8211,14.4,14.2,150,3,,10+,30.12,,,TRUE,TRUE,,,,,,RA,OVC,400,,,,,,,LIFR,,,,,,0.02,,,,,,METAR,819
KHJH 050055Z AUTO 06004KT 10SM CLR 15/06 A3007 RMK AO2 T01510063,KHJH,2024-05-05T00:55:00Z,40.1493,-97.5872,15.1,6.3,60,4,,10+,30.07,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,449
KHII 050055Z AUTO 19015G21KT 10SM 32/00 A2962 RMK AO1,KHII,2024-05-05T00:55:00Z,34.5659,-114.352,32,0,190,15,21,10+,29.62,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,241
KHIF 050055Z AUTO 18014G24KT 10SM FEW110 22/M02 A2956 RMK AO2 PK WND 17031/21 SLPNO T02161023,KHIF,2024-05-05T00:55:00Z,41.111,-111.962,21.6,-2.3,180,14,24,10+,29.56,,,TRUE,TRUE,,,,,,,FEW,11000,,,,,,,VFR,,,,,,,,,,,,METAR,1461
KHHW 050055Z AUTO 00000KT 10SM SCT060 20/15 A2994 RMK AO2,KHHW,2024-05-05T00:55:00Z,34.0308,-95.5401,20,15,0,0,,10+,29.94,,,TRUE,TRUE,,,,,,,SCT,6000,,,,,,,VFR,,,,,,,,,,,,METAR,178
KHHV 050055Z AUTO 2SM BR BKN014 25/23 A2980 RMK A01,KHHV,2024-05-05T00:55:00Z,26.9392,-94.6886,25,23,,,,2,29.80,,,TRUE,TRUE,,,,,,BR,BKN,1400,,,,,,,IFR,,,,,,,,,,,,METAR,25
KHHG 050055Z AUTO 10SM RMK AO2 PNO,KHHG,2024-05-05T00:55:00Z,40.8543,-85.4543,,,,,,10+,0.00,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,247
KHHF 050055Z AUTO 07005KT 10SM SCT028 OVC036 16/10 A3000 RMK AO2 T01570101,KHHF,2024-05-05T00:55:00Z,35.8929,-100.405,15.7,10.1,70,5,,10+,30.00,,,TRUE,TRUE,,,,,,,SCT,2800,OVC,3600,,,,,VFR,,,,,,,,,,,,METAR,729
KHFJ 050055Z AUTO 35009KT 10SM CLR 19/16 A2999 RMK AO2,KHFJ,2024-05-05T00:55:00Z,36.9105,-94.0099,19,16,350,9,,10+,29.99,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,398
KHFF 050055Z AUTO 14004KT 10SM SCT085 OVC110 20/20 A3006 RMK AO2 SLP180 T02030195 $,KHFF,2024-05-05T00:55:00Z,35.0424,-79.4973,20.3,19.5,140,4,,10+,30.06,1018,,TRUE,TRUE,TRUE,,,,,,SCT,8500,OVC,11000,,,,,VFR,,,,,,,,,,,,METAR,100
KHEY 050055Z AUTO 23003KT 10SM SCT060 27/22 A2996 RMK AO2 LTG DSNT E-SE SLP145 T02720217,KHEY,2024-05-05T00:55:00Z,31.348,-85.655,27.2,21.7,230,3,,10+,29.96,1014.5,,TRUE,TRUE,,,,,,,SCT,6000,,,,,,,VFR,,,,,,,,,,,,METAR,95
KHEQ 050055Z AUTO 16012KT 10SM CLR 15/00 A3003 RMK AO2,KHEQ,2024-05-05T00:55:00Z,40.5715,-102.277,15,0,160,12,,10+,30.03,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1136
KHEG 050055Z AUTO 11008G14KT 10SM CLR 24/19 A3006 RMK AO2 LTG DSNT W,KHEG,2024-05-05T00:55:00Z,30.2771,-81.8087,24,19,110,8,14,10+,30.06,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,25
KHDL 050055Z AUTO 08005KT 10SM BKN041 BKN050 OVC060 25/20 A2999 RMK AO2 LTG DSNT E-SW,KHDL,2024-05-05T00:55:00Z,31.3641,-85.3112,25,20,80,5,,10+,29.99,,,TRUE,TRUE,,,,,,,BKN,4100,BKN,5000,OVC,6000,,,VFR,,,,,,,,,,,,METAR,109
KHDE 050055Z AUTO 09006KT 10SM CLR 14/06 A3006 RMK AO2 T01350061,KHDE,2024-05-05T00:55:00Z,40.4496,-99.3363,13.5,6.1,90,6,,10+,30.06,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,703
KHDC 050055Z AUTO 15005KT 10SM CLR 25/22 A2996 RMK AO2 T02460218,KHDC,2024-05-05T00:55:00Z,30.5237,-90.4176,24.6,21.8,150,5,,10+,29.96,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,12
KHCR 050055Z AUTO 16011G21KT 10SM OVC110 19/M04 A2966 RMK AO2 T01881042 $,KHCR,2024-05-05T00:55:00Z,40.4774,-111.433,18.8,-4.2,160,11,21,10+,29.66,,,TRUE,TRUE,TRUE,,,,,,OVC,11000,,,,,,,VFR,,,,,,,,,,,,METAR,1708
KHCO 050055Z AUTO 32004KT 10SM BKN060 12/06 A3000 RMK AO2,KHCO,2024-05-05T00:55:00Z,48.7524,-96.9376,12,6,320,4,,10+,30.00,,,TRUE,TRUE,,,,,,,BKN,6000,,,,,,,VFR,,,,,,,,,,,,METAR,250
KHCD 050055Z AUTO 29006KT 10SM CLR 14/02 A3002 RMK AO2 T01440022,KHCD,2024-05-05T00:55:00Z,44.8597,-94.3855,14.4,2.2,290,6,,10+,30.02,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,320
KHAI 050055Z AUTO 13005KT 10SM CLR 21/16 A2987 RMK AO2 T02110160,KHAI,2024-05-05T00:55:00Z,41.9591,-85.5933,21.1,16,130,5,,10+,29.87,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,250
KHAF 050055Z AUTO 30006KT 7SM FEW035 SCT050 BKN075 11/09 A2988 RMK AO2,KHAF,2024-05-05T00:55:00Z,37.5136,-122.5,11,9,300,6,,7,29.88,,,TRUE,TRUE,,,,,,,FEW,3500,SCT,5000,BKN,7500,,,VFR,,,,,,,,,,,,METAR,11
KHAE 050055Z AUTO 32008KT 10SM OVC027 17/11 A3000 RMK AO2,KHAE,2024-05-05T00:55:00Z,39.7262,-91.4425,17,11,320,8,,10+,30.00,,,TRUE,TRUE,,,,,,,OVC,2700,,,,,,,MVFR,,,,,,,,,,,,METAR,230
KGZS 050055Z AUTO 31004KT 10SM FEW090 21/21 A2996 RMK A01,KGZS,2024-05-05T00:55:00Z,35.1533,-87.0543,21,21,310,4,,10+,29.96,,,TRUE,TRUE,,,,,,,FEW,9000,,,,,,,VFR,,,,,,,,,,,,METAR,198
KGZL 050055Z AUTO 00000KT 10SM CLR 23/21 A2992 RMK AO2,KGZL,2024-05-05T00:55:00Z,35.2913,-95.0956,23,21,0,0,,10+,29.92,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,176
KGYL 050055Z AUTO 30006KT 10SM CLR 14/03 A3000 RMK AO2 T01400033,KGYL,2024-05-05T00:55:00Z,44.7588,-94.0905,14,3.3,300,6,,10+,30.00,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,304
KGYI 050055Z AUTO 12004KT 7SM OVC049 25/19 A2993 RMK AO2 T02500193 TSNO,KGYI,2024-05-05T00:55:00Z,33.7231,-96.6714,25,19.3,120,4,,7,29.93,,,TRUE,TRUE,,,TRUE,,,,OVC,4900,,,,,,,VFR,,,,,,,,,,,,METAR,227
KGYF 050055Z AUTO 13019G29KT 10SM OVC011 26/23 A2980 RMK AO2 PWINO T02550234,KGYF,2024-05-05T00:55:00Z,26.1292,-94.8981,25.5,23.4,130,19,29,10+,29.80,,,TRUE,TRUE,,,,,TRUE,,OVC,1100,,,,,,,MVFR,,,,,,,,,,,,METAR,65
KGXF 050055Z AUTO 21013KT 10SM CLR 34/00 A2968 RMK AO2 SLPNO T03370003 FZRANO $,KGXF,2024-05-05T00:55:00Z,32.885,-112.721,33.7,0.3,210,13,,10+,29.68,,,TRUE,TRUE,TRUE,,,TRUE,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,261
KGXA 050055Z AUTO 27013G18KT 10SM CLR 18/01 A2976 RMK AO2 PK WND 28026/23 SLPNO WND DATA ESTMD T01800009,KGXA,2024-05-05T00:55:00Z,34.565,-117.669,18,0.9,270,13,18,10+,29.76,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,927
KGWR 050055Z AUTO 35009KT 10SM CLR 13/03 A3000 RMK A01,KGWR,2024-05-05T00:55:00Z,46.2185,-97.6396,13,3,350,9,,10+,30.00,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,381
KGWB 050055Z AUTO 11003KT 10SM CLR 20/17 A2989 RMK AO2,KGWB,2024-05-05T00:55:00Z,41.3061,-85.0585,20,17,110,3,,10+,29.89,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,268
KGVW 050055Z AUTO 10012KT 4SM BR BKN009 OVC040 24/23 A2991 RMK A01,KGVW,2024-05-05T00:55:00Z,29.1303,-94.5466,24,23,100,12,,4,29.91,,,TRUE,TRUE,,,,,,BR,BKN,900,OVC,4000,,,,,IFR,,,,,,,,,,,,METAR,37
KGVT 050055Z AUTO 09004KT 10SM OVC070 25/21 A2991 RMK AO2 TSNO T02490207,KGVT,2024-05-05T00:55:00Z,33.0669,-96.0614,24.9,20.7,90,4,,10+,29.91,,,TRUE,TRUE,,,TRUE,,,,OVC,7000,,,,,,,VFR,,,,,,,,,,,,METAR,165
KGVE 050055Z AUTO 04004KT 2 1/2SM OVC004 13/12 A3018 RMK AO1 T01270124,KGVE,2024-05-05T00:55:00Z,38.1569,-78.1656,12.7,12.4,40,4,,2.5,30.18,,,TRUE,TRUE,,,,,,,OVC,400,,,,,,,LIFR,,,,,,,,,,,,METAR,138
KGUS 050055Z AUTO 19003KT 10SM CLR 23/14 A2985 RMK AO2 SLP107 T02310144 $,KGUS,2024-05-05T00:55:00Z,40.6375,-86.1631,23.1,14.4,190,3,,10+,29.85,1010.7,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,245
KGUR 050055Z AUTO 15011KT 9SM CLR 18/M01 A2988 RMK AO2 SLPNO T01751012,KGUR,2024-05-05T00:55:00Z,42.261,-104.732,17.5,-1.2,150,11,,9,29.88,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1341
KGTB 050055Z AUTO 15004KT 10SM OVC110 18/08 A3011 RMK AO2 RAB06E07DZB07E15RAB15E16 SLP196 P0000 T01780075,KGTB,2024-05-05T00:55:00Z,44.0617,-75.7218,17.8,7.5,150,4,,10+,30.11,1019.6,,TRUE,TRUE,,,,,,,OVC,11000,,,,,,,VFR,,,,,,0.005,,,,,,METAR,206
KGSB 050055Z AUTO 15003KT 10SM OVC055 24/18 A3007 RMK AO2 SLP186 T02360176 $,KGSB,2024-05-05T00:55:00Z,35.3446,-77.9458,23.6,17.6,150,3,,10+,30.07,1018.6,,TRUE,TRUE,TRUE,,,,,,OVC,5500,,,,,,,VFR,,,,,,,,,,,,METAR,33
KGRY 050055Z AUTO 11009KT 10SM FEW013 24/22 A2997 RMK A01,KGRY,2024-05-05T00:55:00Z,27.6247,-90.4411,24,22,110,9,,10+,29.97,,,TRUE,TRUE,,,,,,,FEW,1300,,,,,,,VFR,,,,,,,,,,,,METAR,58
KGRN 050055Z AUTO 17007KT 10SM CLR 15/00 A2998 RMK AO2 T01501002,KGRN,2024-05-05T00:55:00Z,42.8039,-102.181,15,-0.2,170,7,,10+,29.98,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1080
KGRF 050055Z AUTO 17007KT 10SM -RA BKN008 OVC018 11/09 A2956 RMK AO2 SLPNO P0002 T01060092 $,KGRF,2024-05-05T00:55:00Z,47.079,-122.58,10.6,9.2,170,7,,10+,29.56,,,TRUE,TRUE,TRUE,,,,,-RA,BKN,800,OVC,1800,,,,,IFR,,,,,,0.02,,,,,,METAR,91
KGPI 050055Z 00000KT 10SM FEW090 18/M01 A2960 RMK AO2 SLP024 T01831011 $,KGPI,2024-05-05T00:55:00Z,48.3041,-114.264,18.3,-1.1,0,0,,10+,29.60,1002.4,,,TRUE,TRUE,,,,,,FEW,9000,,,,,,,VFR,,,,,,,,,,,,METAR,903
KGPC 050055Z AUTO 21004KT 10SM CLR 22/15 A2988 RMK AO2 T02230150,KGPC,2024-05-05T00:55:00Z,39.635,-86.816,22.3,15,210,4,,10+,29.88,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,254
KGOV 050055Z AUTO 19005KT 9SM FEW210 18/14 A2985 RMK AO2 SLP116 T01840141 $,KGOV,2024-05-05T00:55:00Z,44.681,-84.727,18.4,14.1,190,5,,9,29.85,1011.6,,TRUE,TRUE,TRUE,,,,,,FEW,21000,,,,,,,VFR,,,,,,,,,,,,METAR,350
